00:00:95	Sony Tektronix Corp.
48:BD:A7	Honor Device Co., Ltd.
48:BF:6B	Apple, Inc.
48:C1:EE	Honor Device Co., Ltd.
48:C3:5A	Lenovo(Beijing)Co., Ltd.
48:C4:61	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
48:C7:96	Samsung Electronics Co.,Ltd
48:CA:68	Apple, Inc.
48:CD:D3	Huawei Technologies Co.,Ltd
48:CF:A9	Huawei Technologies Co.,Ltd
48:D5:39	Huawei Technologies Co.,Ltd
48:D6:82	zte corporation
48:D6:D5	Google, Inc.
48:D7:05	Apple, Inc.
48:DB:50	Huawei Technologies Co.,Ltd
48:DC:2D	Huawei Technologies Co.,Ltd
48:DC:FB	Nokia Corporation
48:E1:5C	Apple, Inc.
48:E1:CA	Apple, Inc.
48:E9:F1	Apple, Inc.
48:EC:5B	Nokia Solutions and Networks GmbH & Co. KG
48:EF:1C	Samsung Electronics Co.,Ltd
48:EF:61	Huawei Device Co., Ltd.
48:F7:BC	Huawei Technologies Co.,Ltd
48:F7:F1	Nokia
48:F8:DB	Huawei Technologies Co.,Ltd
48:F8:E1	Nokia
48:FC:07	Huawei Device Co., Ltd.
48:FC:B6	Lava International(H.K) Limited
48:FD:8E	Huawei Technologies Co.,Ltd
48:FD:A3	Xiaomi Communications Co Ltd
4A:68:8D	Shenzhen TCL New Technology Co., Ltd
4C:02:20	Xiaomi Communications Co Ltd
4C:09:B4	zte corporation
4C:14:A3	TCL Technoly Electronics (Huizhou) Co., Ltd.
4C:16:F1	zte corporation
4C:18:9A	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
4C:1A:3D	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
4C:1F:CC	Huawei Technologies Co.,Ltd
4C:20:B8	Apple, Inc.
4C:21:13	Nokia Shanghai Bell Co., Ltd.
4C:21:D0	Sony Corporation
4C:22:C9	zte corporation
4C:25:78	Nokia Corporation
4C:2B:3B	Huawei Device Co., Ltd.
4C:2E:5E	Samsung Electronics Co.,Ltd
4C:2E:B4	Apple, Inc.
4C:2F:D7	Huawei Device Co., Ltd.
4C:32:75	Apple, Inc.
4C:39:46	Samsung Electronics Co.,Ltd
4C:3C:16	Samsung Electronics Co.,Ltd
4C:49:29	TCL King Electrical Appliances(Huizhou)Co.,Ltd
4C:49:4F	zte corporation
4C:49:E3	Xiaomi Communications Co Ltd
4C:4C:D8	zte corporation
4C:4F:EE	OnePlus Technology (Shenzhen) Co., Ltd
4C:50:77	Huawei Device Co., Ltd.
4C:50:F1	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
4C:54:99	Huawei Technologies Co.,Ltd
4C:56:9D	Apple, Inc.
4C:57:39	Samsung Electronics Co.,Ltd
4C:57:CA	Apple, Inc.
4C:5D:6A	Apple, Inc.
4C:61:7E	Huawei Device Co., Ltd.
4C:62:CD	Nokia
4C:63:71	Xiaomi Communications Co Ltd
4C:63:AD	Huawei Device Co., Ltd.
4C:66:A6	Samsung Electronics Co.,Ltd
4C:6B:E8	Apple, Inc.
4C:6F:9C	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
4C:74:BF	Apple, Inc.
4C:79:75	Apple, Inc.
4C:7C:5F	Apple, Inc.
4C:7C:D9	Apple, Inc.
4C:7F:62	Nokia Corporation
4C:82:0C	Apple, Inc.
4C:88:9E	Huawei Device Co., Ltd.
4C:8B:EF	Huawei Technologies Co.,Ltd
4C:8D:53	Huawei Technologies Co.,Ltd
4C:8D:79	Apple, Inc.
4C:8E:19	Xiaomi Communications Co Ltd
4C:92:D2	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
4C:97:CC	Apple, Inc.
4C:99:92	vivo Mobile Communication Co., Ltd.
4C:9B:63	LG Innotek
4C:9F:F1	Apple, Inc.
4C:A5:6D	Samsung Electronics Co.,Ltd
4C:AB:4F	Apple, Inc.
4C:AB:FC	zte corporation
4C:AC:0A	zte corporation
4C:AD:35	Apple, Inc.
4C:AE:13	Huawei Technologies Co.,Ltd
4C:B0:87	Huawei Technologies Co.,Ltd
4C:B1:6C	Huawei Technologies Co.,Ltd
4C:B1:99	Apple, Inc.
4C:B9:10	Apple, Inc.
4C:BA:D7	LG Innotek
4C:BC:A5	Samsung Electronics Co.,Ltd
4C:BC:E9	LG Innotek
4C:C0:0A	vivo Mobile Communication Co., Ltd.
4C:C6:4C	Beijing Xiaomi Mobile Software Co., Ltd
4C:C9:4F	Nokia
4C:C9:5E	Samsung Electronics Co.,Ltd
4C:CA:95	Huawei Device Co., Ltd.
4C:CB:F5	zte corporation
4C:CD:B6	Apple, Inc.
4C:D0:CB	Huawei Technologies Co.,Ltd
4C:D0:DD	Huawei Technologies Co.,Ltd
4C:D1:A1	Huawei Technologies Co.,Ltd
4C:D6:29	Huawei Technologies Co.,Ltd
4C:DD:31	Samsung Electronics Co.,Ltd
4C:DE:48	Huawei Device Co., Ltd.
4C:E0:DB	Xiaomi Communications Co Ltd
4C:E2:0F	Xiaomi Communications Co Ltd
4C:E6:50	Apple, Inc.
4C:E6:5E	Huawei Technologies Co.,Ltd
4C:E6:C0	Apple, Inc.
4C:EA:AE	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
4C:EB:B0	Samsung Electronics Co.,Ltd
4C:ED:FB	ASUSTek COMPUTER INC.
4C:F2:02	Xiaomi Communications Co Ltd
4C:F4:75	Huawei Device Co., Ltd.
4C:F5:5B	Huawei Technologies Co.,Ltd
4C:F9:5D	Huawei Technologies Co.,Ltd
4C:FB:45	Huawei Technologies Co.,Ltd
50:01:6B	Huawei Technologies Co.,Ltd
50:01:BB	Samsung Electronics Co.,Ltd
50:01:D9	Huawei Technologies Co.,Ltd
50:02:38	Nokia Shanghai Bell Co., Ltd.
50:04:B8	Huawei Technologies Co.,Ltd
50:05:6E	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
50:0B:23	Huawei Technologies Co.,Ltd
50:0B:26	Huawei Technologies Co.,Ltd
50:13:1D	Motorola Mobility LLC, a Lenovo Company
50:14:C1	Huawei Technologies Co.,Ltd
50:16:F4	Motorola Mobility LLC, a Lenovo Company
50:1D:93	Huawei Technologies Co.,Ltd
50:1F:C6	Apple, Inc.
50:21:EC	Huawei Device Co., Ltd.
50:23:A2	Apple, Inc.
50:28:73	Huawei Device Co., Ltd.
50:29:F5	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
50:2D:1D	Nokia Corporation
50:2E:5C	HTC Corporation
50:2F:BB	Motorola Mobility LLC, a Lenovo Company
50:32:37	Apple, Inc.
50:32:75	Samsung Electronics Co.,Ltd
50:3C:C4	Lenovo Mobile Communication Technology Ltd.
50:3C:EA	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
50:3D:7F	Nokia Shanghai Bell Co., Ltd.
50:3D:A1	Samsung Electronics Co.,Ltd
50:3D:C6	Xiaomi Communications Co Ltd
50:3F:50	Huawei Device Co., Ltd.
50:40:61	Nokia
50:41:72	Huawei Technologies Co.,Ltd
50:42:89	zte corporation
50:46:4A	Huawei Technologies Co.,Ltd
50:46:5D	ASUSTek COMPUTER INC.
50:48:77	Honor Device Co., Ltd.
50:49:B0	Samsung Electronics Co.,Ltd
50:4B:9E	Huawei Device Co., Ltd.
50:4F:3B	Beijing Xiaomi Mobile Software Co., Ltd
50:50:A4	Samsung Electronics Co.,Ltd
50:52:3B	Nokia
50:55:27	LG Electronics (Mobile Communications)
50:56:BF	Samsung Electronics Co.,Ltd
50:57:8A	Apple, Inc.
50:58:6F	Huawei Device Co., Ltd.
50:5D:7A	zte corporation
50:5D:AC	Huawei Technologies Co.,Ltd
50:5E:24	zte corporation
50:63:91	Huawei Technologies Co.,Ltd
50:64:2B	XIAOMI Electronics,CO.,LTD
50:66:E5	Huawei Device Co., Ltd.
50:68:0A	Huawei Technologies Co.,Ltd
50:68:AC	Huawei Device Co., Ltd.
50:6F:77	Huawei Technologies Co.,Ltd
50:77:05	Samsung Electronics Co.,Ltd
50:78:B0	Huawei Device Co., Ltd.
50:78:B3	zte corporation
50:7A:55	Apple, Inc.
50:7A:C5	Apple, Inc.
50:82:D5	Apple, Inc.
50:85:69	Samsung Electronics Co.,Ltd
50:87:4D	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
50:88:11	Beijing Xiaomi Mobile Software Co., Ltd
50:89:D1	Huawei Device Co., Ltd.
50:8A:7F	Huawei Technologies Co.,Ltd
50:8C:C9	zte corporation
50:8D:62	Huawei Technologies Co.,Ltd
50:8D:9E	Huawei Technologies Co.,Ltd
50:8E:49	Xiaomi Communications Co Ltd
50:8F:4C	Xiaomi Communications Co Ltd
50:92:6A	Beijing Xiaomi Mobile Software Co., Ltd
50:92:B9	Samsung Electronics Co.,Ltd
50:93:CE	Huawei Technologies Co.,Ltd
50:98:39	Xiaomi Communications Co Ltd
50:9A:88	Huawei Technologies Co.,Ltd
50:9E:A7	Samsung Electronics Co.,Ltd
50:9F:27	Huawei Technologies Co.,Ltd
50:A0:09	Xiaomi Communications Co Ltd
50:A0:A4	Nokia
50:A1:F3	Huawei Device Co., Ltd.
50:A4:C8	Samsung Electronics Co.,Ltd
50:A6:7F	Apple, Inc.
50:A6:D8	Apple, Inc.
50:A7:2B	Huawei Technologies Co.,Ltd
50:AC:B9	Huawei Technologies Co.,Ltd
50:AF:4D	zte corporation
50:B0:3B	Sony Interactive Entertainment Inc.
50:B1:27	Apple, Inc.
50:B7:C3	Samsung Electronics Co.,Ltd
50:BC:96	Apple, Inc.
50:C8:E5	Samsung Electronics Co.,Ltd
50:D2:F5	Beijing Xiaomi Mobile Software Co., Ltd
50:DA:D6	Xiaomi Communications Co Ltd
50:DE:06	Apple, Inc.
50:E0:EF	Nokia
50:E2:4E	zte corporation
50:E7:B7	vivo Mobile Communication Co., Ltd.
50:EA:D6	Apple, Inc.
50:EB:F6	ASUSTek COMPUTER INC.
50:EC:50	Beijing Xiaomi Mobile Software Co., Ltd
50:ED:3C	Apple, Inc.
50:F0:D3	Samsung Electronics Co.,Ltd
50:F2:65	Apple, Inc.
50:F3:51	Apple, Inc.
50:F4:EB	Apple, Inc.
50:F5:20	Samsung Electronics Co.,Ltd
50:F7:ED	Huawei Device Co., Ltd.
50:F9:58	Huawei Device Co., Ltd.
50:FC:9F	Samsung Electronics Co.,Ltd
50:FE:39	Beijing Xiaomi Mobile Software Co., Ltd
54:02:95	Huawei Technologies Co.,Ltd
54:04:A6	ASUSTek COMPUTER INC.
54:07:64	Huawei Device Co., Ltd.
54:09:10	Apple, Inc.
54:09:55	zte corporation
54:0D:F9	Huawei Device Co., Ltd.
54:0E:2D	vivo Mobile Communication Co., Ltd.
54:0E:58	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
54:10:2E	Huawei Technologies Co.,Ltd
54:10:4F	Samsung Electronics Co.,Ltd
54:11:49	vivo Mobile Communication Co., Ltd.
54:12:CB	Huawei Technologies Co.,Ltd
54:13:10	Huawei Technologies Co.,Ltd
54:19:C8	vivo Mobile Communication Co., Ltd.
54:1F:8D	zte corporation
54:21:1D	Huawei Device Co., Ltd.
54:21:9D	Samsung Electronics Co.,Ltd
54:22:59	Huawei Technologies Co.,Ltd
54:22:F8	zte corporation
54:25:EA	Huawei Technologies Co.,Ltd
54:26:3D	Sony Corporation
54:26:96	Apple, Inc.
54:27:58	Motorola (Wuhan) Mobility Technologies Communication Co., Ltd.
54:29:06	Apple, Inc.
54:2B:76	zte corporation
54:2B:8D	Apple, Inc.
54:2F:2B	Huawei Technologies Co.,Ltd
54:32:C7	Apple, Inc.
54:33:CB	Apple, Inc.
54:34:EF	Huawei Technologies Co.,Ltd
54:39:DF	Huawei Technologies Co.,Ltd
54:3A:D6	Samsung Electronics Co.,Ltd
54:40:AD	Samsung Electronics Co.,Ltd
54:42:49	Sony Corporation
54:44:08	Nokia Corporation
54:44:3B	Huawei Technologies Co.,Ltd
54:44:A3	Samsung Electronics Co.,Ltd
54:46:17	zte corporation
54:48:E6	Beijing Xiaomi Mobile Software Co., Ltd
54:4E:90	Apple, Inc.
54:51:1B	Huawei Technologies Co.,Ltd
54:52:84	Huawei Device Co., Ltd.
54:53:ED	Sony Corporation
54:55:D5	Huawei Device Co., Ltd.
54:56:18	Huawei Device Co., Ltd.
54:59:25	Huawei Technologies Co.,Ltd
54:60:09	Google, Inc.
54:60:6D	Huawei Technologies Co.,Ltd
54:62:E2	Apple, Inc.
54:64:BC	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
54:67:06	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
54:67:49	Google, Inc.
54:69:90	Huawei Technologies Co.,Ltd
54:71:DD	Huawei Device Co., Ltd.
54:72:4F	Apple, Inc.
54:78:F0	zte corporation
54:79:75	Nokia Corporation
54:84:DC	zte corporation
54:89:98	Huawei Technologies Co.,Ltd
54:92:09	Huawei Technologies Co.,Ltd
54:92:BE	Samsung Electronics Co.,Ltd
54:99:63	Apple, Inc.
54:9A:8F	Realme Chongqing Mobile Telecommunications Corp.,Ltd.
54:9B:12	Samsung Electronics Co.,Ltd
54:9F:06	Nokia Shanghai Bell Co., Ltd.
54:9F:13	Apple, Inc.
54:A0:50	ASUSTek COMPUTER INC.
54:A5:1B	Huawei Technologies Co.,Ltd
54:A6:37	Huawei Technologies Co.,Ltd
54:A6:DB	Huawei Device Co., Ltd.
54:AE:27	Apple, Inc.
54:B1:21	Huawei Technologies Co.,Ltd
54:B8:02	Samsung Electronics Co.,Ltd
54:B8:DB	Apple, Inc.
54:BA:D6	Huawei Technologies Co.,Ltd
54:BD:79	Samsung Electronics Co.,Ltd
54:BE:53	zte corporation
54:C4:80	Huawei Technologies Co.,Ltd
54:CE:82	zte corporation
54:CF:8D	Huawei Technologies Co.,Ltd
54:D1:7D	Samsung Electronics Co.,Ltd
54:D9:C6	Huawei Device Co., Ltd.
54:DD:21	Huawei Device Co., Ltd.
54:DD:4F	Samsung Electronics Co.,Ltd
54:DE:D3	zte corporation
54:E1:5B	Huawei Device Co., Ltd.
54:E4:3A	Apple, Inc.
54:E6:1B	Apple, Inc.
54:EA:A8	Apple, Inc.
54:EA:E1	Honor Device Co., Ltd.
54:EB:E9	Apple, Inc.
54:EF:43	Huawei Technologies Co.,Ltd
54:F2:01	Samsung Electronics Co.,Ltd
54:F2:94	Huawei Device Co., Ltd.
54:F6:07	Huawei Device Co., Ltd.
54:F6:E2	Huawei Technologies Co.,Ltd
54:FA:3E	Samsung Electronics Co.,Ltd
54:FA:96	Nokia Solutions and Networks GmbH & Co. KG
54:FC:F0	Samsung Electronics Co.,Ltd
58:07:F8	Nokia Solutions and Networks GmbH & Co. KG
58:0A:D4	Apple, Inc.
58:11:22	ASUSTek COMPUTER INC.
58:17:0C	Sony Corporation
58:18:62	Sony Corporation
58:1F:28	Huawei Technologies Co.,Ltd
58:1F:AA	Apple, Inc.
58:20:59	Xiaomi Communications Co Ltd
58:20:71	Samsung Electronics Co.,Ltd
58:24:29	Google, Inc.
58:25:75	Huawei Technologies Co.,Ltd
58:2A:F7	Huawei Technologies Co.,Ltd
58:30:6E	Nokia
58:35:5D	Huawei Device Co., Ltd.
58:36:53	Apple, Inc.
58:3F:54	LG Electronics (Mobile Communications)
58:40:4E	Apple, Inc.
58:43:AB	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
58:44:98	Xiaomi Communications Co Ltd
58:48:22	Sony Corporation
58:4B:BC	zte corporation
58:55:95	Apple, Inc.
58:55:CA	Apple, Inc.
58:56:C2	Huawei Technologies Co.,Ltd
58:5F:F6	zte corporation
58:60:5F	Huawei Technologies Co.,Ltd
58:64:C4	Apple, Inc.
58:66:6D	Apple, Inc.
58:6B:14	Apple, Inc.
58:72:C9	zte corporation
58:73:D1	Huawei Technologies Co.,Ltd
58:73:D8	Apple, Inc.
58:79:E0	Samsung Electronics Co.,Ltd
58:7A:6A	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
58:7F:57	Apple, Inc.
58:7F:66	Huawei Technologies Co.,Ltd
58:83:36	Huawei Technologies Co.,Ltd
58:85:A2	Realme Chongqing MobileTelecommunications Corp Ltd
58:85:E9	Realme Chongqing MobileTelecommunications Corp Ltd
58:87:9F	Huawei Device Co., Ltd.
58:93:51	Huawei Device Co., Ltd.
58:93:E8	Apple, Inc.
58:94:AE	Huawei Device Co., Ltd.
58:95:7E	Huawei Device Co., Ltd.
58:96:0A	LG Electronics
58:A2:B5	LG Electronics (Mobile Communications)
58:A6:39	Samsung Electronics Co.,Ltd
58:AD:12	Apple, Inc.
58:AE:2B	Huawei Device Co., Ltd.
58:AE:A8	Huawei Technologies Co.,Ltd
58:B0:35	Apple, Inc.
58:B1:0F	Samsung Electronics Co.,Ltd
58:B1:8F	Huawei Device Co., Ltd.
58:B6:23	Beijing Xiaomi Mobile Software Co., Ltd
58:B9:65	Apple, Inc.
58:BA:D4	Huawei Technologies Co.,Ltd
58:BE:72	Huawei Technologies Co.,Ltd
58:C3:8B	Samsung Electronics Co.,Ltd
58:C5:CB	Samsung Electronics Co.,Ltd
58:C6:F0	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
58:CB:52	Google, Inc.
58:D0:61	Huawei Technologies Co.,Ltd
58:D3:12	zte corporation
58:D3:49	Apple, Inc.
58:D6:97	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
58:D7:59	Huawei Technologies Co.,Ltd
58:D9:C3	Motorola Mobility LLC, a Lenovo Company
58:E2:8F	Apple, Inc.
58:E6:BA	Apple, Inc.
58:EA:1F	Beijing Xiaomi Mobile Software Co., Ltd
58:ED:99	zte corporation
58:F1:02	BLU Products Inc.
58:F2:FC	Huawei Device Co., Ltd.
58:F8:D7	Huawei Technologies Co.,Ltd
58:F9:87	Huawei Technologies Co.,Ltd
58:FB:3E	Huawei Device Co., Ltd.
58:FD:B1	LG Electronics
58:FE:7E	zte corporation
58:FF:A1	zte corporation
5C:02:14	Beijing Xiaomi Mobile Software Co., Ltd
5C:03:39	Huawei Technologies Co.,Ltd
5C:07:A6	Huawei Technologies Co.,Ltd
5C:09:47	Apple, Inc.
5C:09:79	Huawei Technologies Co.,Ltd
5C:0B:3B	Huawei Technologies Co.,Ltd
5C:10:1E	zte corporation
5C:10:C5	Samsung Electronics Co.,Ltd
5C:13:CC	Apple, Inc.
5C:16:48	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
5C:16:7D	Huawei Technologies Co.,Ltd
5C:17:20	Huawei Device Co., Ltd.
5C:17:CF	OnePlus Technology (Shenzhen) Co., Ltd
5C:1B:F4	Apple, Inc.
5C:1C:B9	vivo Mobile Communication Co., Ltd.
5C:1D:D9	Apple, Inc.
5C:2E:59	Samsung Electronics Co.,Ltd
5C:33:7B	Google, Inc.
5C:36:B8	TCL King Electrical Appliances (Huizhou) Co., Ltd
5C:3A:3D	zte corporation
5C:3C:27	Samsung Electronics Co.,Ltd
5C:3E:1B	Apple, Inc.
5C:40:71	Xiaomi Communications Co Ltd
5C:49:7D	Samsung Electronics Co.,Ltd
5C:4C:A9	Huawei Technologies Co.,Ltd
5C:4D:BF	zte corporation
5C:50:D9	Apple, Inc.
5C:51:36	Samsung Electronics Co.,Ltd
5C:51:81	Samsung Electronics Co.,Ltd
5C:51:88	Motorola Mobility LLC, a Lenovo Company
5C:52:30	Apple, Inc.
5C:52:84	Apple, Inc.
5C:54:6D	Huawei Technologies Co.,Ltd
5C:57:C8	Nokia Corporation
5C:59:48	Apple, Inc.
5C:5E:0A	Samsung Electronics Co.,Ltd
5C:5E:BB	Huawei Technologies Co.,Ltd
5C:64:7A	Huawei Technologies Co.,Ltd
5C:66:6C	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
5C:70:17	Apple, Inc.
5C:70:75	Huawei Technologies Co.,Ltd
5C:70:A3	LG Electronics (Mobile Communications)
5C:76:D5	Nokia
5C:78:F8	Huawei Device Co., Ltd.
5C:7D:5E	Huawei Technologies Co.,Ltd
5C:7D:AE	zte corporation
5C:83:82	Nokia
5C:84:3C	Sony Interactive Entertainment Inc.
5C:86:5C	Samsung Electronics Co.,Ltd
5C:87:30	Apple, Inc.
5C:8D:4E	Apple, Inc.
5C:91:57	Huawei Technologies Co.,Ltd
5C:91:75	Apple, Inc.
5C:95:AE	Apple, Inc.
5C:96:66	Sony Interactive Entertainment Inc.
5C:96:9D	Apple, Inc.
5C:97:F3	Apple, Inc.
5C:99:60	Samsung Electronics Co.,Ltd
5C:99:77	Apple, Inc.
5C:9A:A1	Huawei Device Co., Ltd.
5C:9B:A6	Apple, Inc.
5C:A0:6C	Realme Chongqing Mobile Telecommunications Corp.,Ltd.
5C:A4:F4	zte corporation
5C:A8:6A	Huawei Technologies Co.,Ltd
5C:AC:3D	Samsung Electronics Co.,Ltd
5C:AD:76	Shenzhen TCL New Technology Co., Ltd
5C:AD:BA	Apple, Inc.
5C:AD:CF	Apple, Inc.
5C:AF:06	LG Electronics (Mobile Communications)
5C:B0:0A	Huawei Technologies Co.,Ltd
5C:B3:95	Huawei Technologies Co.,Ltd
5C:B4:3E	Huawei Technologies Co.,Ltd
5C:B5:24	Sony Corporation
5C:BB:EE	zte corporation
5C:BD:9A	Huawei Device Co., Ltd.
5C:C0:A0	Huawei Technologies Co.,Ltd
5C:C1:D7	Samsung Electronics Co.,Ltd
5C:C1:F2	Huawei Technologies Co.,Ltd
5C:C3:07	Huawei Technologies Co.,Ltd
5C:C7:87	Huawei Device Co., Ltd.
5C:CA:1A	Microsoft Mobile Oy
5C:CB:99	Samsung Electronics Co.,Ltd
5C:CD:7C	MEIZU Technology Co.,Ltd.
5C:D0:6E	Xiaomi Communications Co Ltd
5C:D3:3D	Samsung Electronics Co.,Ltd
5C:D8:9E	Huawei Device Co., Ltd.
5C:DC:49	Samsung Electronics Co.,Ltd
5C:E5:0C	Beijing Xiaomi Mobile Software Co., Ltd
5C:E7:47	Huawei Technologies Co.,Ltd
5C:E7:A0	Nokia
5C:E8:83	Huawei Technologies Co.,Ltd
5C:E8:EB	Samsung Electronics Co.,Ltd
5C:E9:1E	Apple, Inc.
5C:EB:52	zte corporation
5C:ED:F4	Samsung Electronics Co.,Ltd
5C:F5:DA	Apple, Inc.
5C:F6:DC	Samsung Electronics Co.,Ltd
5C:F7:E6	Apple, Inc.
5C:F9:38	Apple, Inc.
5C:F9:6A	Huawei Technologies Co.,Ltd
60:01:B1	Huawei Technologies Co.,Ltd
60:03:08	Apple, Inc.
60:06:E3	Apple, Inc.
60:07:C4	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
60:08:10	Huawei Technologies Co.,Ltd
60:0F:6B	Apple, Inc.
60:10:9E	Huawei Technologies Co.,Ltd
60:12:3C	Huawei Technologies Co.,Ltd
60:14:66	zte corporation
60:18:3A	Huawei Device Co., Ltd.
60:18:88	zte corporation
60:1D:91	Motorola Mobility LLC, a Lenovo Company
60:21:01	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
60:2E:20	Huawei Technologies Co.,Ltd
60:30:B3	Huawei Technologies Co.,Ltd
60:30:D4	Apple, Inc.
60:33:4B	Apple, Inc.
60:3A:AF	Samsung Electronics Co.,Ltd
60:3C:EE	LG Electronics (Mobile Communications)
60:3D:29	Huawei Technologies Co.,Ltd
60:3E:5F	Apple, Inc.
60:45:CB	ASUSTek COMPUTER INC.
60:4D:E1	Huawei Technologies Co.,Ltd
60:4F:5B	Huawei Device Co., Ltd.
60:53:75	Huawei Technologies Co.,Ltd
60:56:B1	Huawei Technologies Co.,Ltd
60:57:C8	Apple, Inc.
60:5E:4F	Huawei Device Co., Ltd.
60:5F:AA	Huawei Device Co., Ltd.
60:65:25	Apple, Inc.
60:68:4E	Samsung Electronics Co.,Ltd
60:69:44	Apple, Inc.
60:6B:B3	zte corporation
60:6B:BD	Samsung Electronics Co.,Ltd
60:6E:E8	Xiaomi Communications Co Ltd
60:70:6C	Google, Inc.
60:70:C0	Apple, Inc.
60:72:0B	BLU Products Inc
60:73:BC	zte corporation
60:75:6C	LG Electronics
60:77:E2	Samsung Electronics Co.,Ltd
60:7E:C9	Apple, Inc.
60:7E:CD	Huawei Technologies Co.,Ltd
60:7E:DD	Microsoft Mobile Oy
60:7F:CB	Samsung Electronics Co.,Ltd
60:81:10	Apple, Inc.
60:82:46	Apple, Inc.
60:83:06	Huawei Device Co., Ltd.
60:83:34	Huawei Technologies Co.,Ltd
60:83:73	Apple, Inc.
60:8B:0E	Apple, Inc.
60:8C:4A	Apple, Inc.
60:8E:08	Samsung Electronics Co.,Ltd
60:8F:5C	Samsung Electronics Co.,Ltd
60:8F:A4	Nokia Solutions and Networks GmbH & Co. KG
60:91:F3	vivo Mobile Communication Co., Ltd.
60:92:17	Apple, Inc.
60:93:16	Apple, Inc.
60:95:BD	Apple, Inc.
60:96:A4	Huawei Technologies Co.,Ltd
60:98:49	Nokia Solutions and Networks India Private Limited
60:99:D1	Vuzix / Lenovo
60:9A:C1	Apple, Inc.
60:9B:B4	Huawei Technologies Co.,Ltd
60:A1:0A	Samsung Electronics Co.,Ltd
60:A2:C6	Huawei Technologies Co.,Ltd
60:A3:7D	Apple, Inc.
60:A4:4C	ASUSTek COMPUTER INC.
60:A4:D0	Samsung Electronics Co.,Ltd
60:A6:C5	Huawei Technologies Co.,Ltd
60:A7:51	Huawei Device Co., Ltd.
60:A8:FE	Nokia Solutions and Networks GmbH & Co. KG
60:AA:EF	Huawei Device Co., Ltd.
60:AB:14	LG Innotek
60:AB:67	Xiaomi Communications Co Ltd
60:AF:6D	Samsung Electronics Co.,Ltd
60:B0:E8	Huawei Device Co., Ltd.
60:B4:A2	Samsung Electronics Co.,Ltd
60:B7:6E	Google, Inc.
60:BD:83	Huawei Technologies Co.,Ltd
60:BE:B5	Motorola Mobility LLC, a Lenovo Company
60:BE:C4	Apple, Inc.
60:C5:47	Apple, Inc.
60:C5:AD	Samsung Electronics Co.,Ltd
60:C7:BE	Realme Chongqing Mobile Telecommunications Corp.,Ltd.
60:C9:AA	Nokia
60:CE:41	Huawei Technologies Co.,Ltd
60:CF:84	ASUSTek COMPUTER INC.
60:D0:39	Apple, Inc.
60:D0:A9	Samsung Electronics Co.,Ltd
60:D4:AF	Honor Device Co., Ltd.
60:D4:E9	Guangdong Oppo Mobile Telecommunications Corp.,Ltd
60:D7:55	Huawei Technologies Co.,Ltd
60:D9:A0	Lenovo Mobile Communication Technology Ltd.
60:D9:C7	Apple, Inc.
60:DD:70	Apple, Inc.
60:DE:18	Apple, Inc.
60:DE:44	Huawei Technologies Co.,Ltd
60:DE:94	Huawei Technologies Co.,Ltd
60:DE:F3	Huawei Technologies Co.,Ltd
60:E3:AC	LG Electronics (Mobile Communications)
60:E5:D8	zte corporation
60:E7:01	Huawei Technologies Co.,Ltd
60:F0:4D	Honor Device Co., Ltd.
60:F1:8A	Huawei Technologies Co.,Ltd
60:F4:45	Apple, Inc.
60:F5:49	Apple, Inc.
60:F8:1D	Apple, Inc.
60:FA:9D	Huawei Technologies Co.,Ltd
60:FA:CD	Apple, Inc.
60:FB:42	Apple, Inc.
60:FD:A6	Apple, Inc.
60:FE:C5	Apple, Inc.
60:FF:12	Samsung Electronics Co.,Ltd
64:03:7F	Samsung Electronics Co.,Ltd
64:07:8C	Huawei Technologies Co.,Ltd
64:07:F6	Samsung Electronics Co.,Ltd
64:09:80	Xiaomi Communications Co Ltd
64:0B:D7	Apple, Inc.
64:0C:91	Apple, Inc.
64:0D:22	LG Electronics (Mobile Communications)
64:11:A4	Motorola Mobility LLC, a Lenovo Company
64:13:6C	zte corporation
64:13:AB	Huawei Technologies Co.,Ltd
64:16:F0	Huawei Technologies Co.,Ltd
64:17:CD	Samsung Electronics Co.,Ltd
64:1B:2F	Samsung Electronics Co.,Ltd
64:1C:AE	Samsung Electronics Co.,Ltd
